,dG,filepath
21,-2.60524,/net/galaxy/home/koes/alutsky/Downstream/BindingAffinity/v2007/1f2o/1f2o_pocket.pdb
22,-2.6734400000000003,/net/galaxy/home/koes/alutsky/Downstream/BindingAffinity/v2007/1tnj/1tnj_pocket.pdb
23,-2.728,/net/galaxy/home/koes/alutsky/Downstream/BindingAffinity/v2007/3pce/3pce_pocket.pdb
24,-2.7962,/net/galaxy/home/koes/alutsky/Downstream/BindingAffinity/v2007/1jfh/1jfh_pocket.pdb
25,-2.8098400000000003,/net/galaxy/home/koes/alutsky/Downstream/BindingAffinity/v2007/1qq9/1qq9_pocket.pdb
26,-2.8098400000000003,/net/galaxy/home/koes/alutsky/Downstream/BindingAffinity/v2007/1rdi/1rdi_pocket.pdb
27,-2.8644000000000003,/net/galaxy/home/koes/alutsky/Downstream/BindingAffinity/v2007/1njj/1njj_pocket.pdb
28,-2.9326000000000003,/net/galaxy/home/koes/alutsky/Downstream/BindingAffinity/v2007/1uxb/1uxb_pocket.pdb
29,-2.9462400000000004,/net/galaxy/home/koes/alutsky/Downstream/BindingAffinity/v2007/4tim/4tim_pocket.pdb
30,-3.01444,/net/galaxy/home/koes/alutsky/Downstream/BindingAffinity/v2007/1x8d/1x8d_pocket.pdb
31,-3.0280800000000005,/net/galaxy/home/koes/alutsky/Downstream/BindingAffinity/v2007/1icj/1icj_pocket.pdb
32,-3.0280800000000005,/net/galaxy/home/koes/alutsky/Downstream/BindingAffinity/v2007/1m0n/1m0n_pocket.pdb
33,-3.0280800000000005,/net/galaxy/home/koes/alutsky/Downstream/BindingAffinity/v2007/2aac/2aac_pocket.pdb
34,-3.04172,/net/galaxy/home/koes/alutsky/Downstream/BindingAffinity/v2007/1ajp/1ajp_pocket.pdb
35,-3.0553600000000003,/net/galaxy/home/koes/alutsky/Downstream/BindingAffinity/v2007/1rdl/1rdl_pocket.pdb
36,-3.08264,/net/galaxy/home/koes/alutsky/Downstream/BindingAffinity/v2007/1ew8/1ew8_pocket.pdb
37,-3.09628,/net/galaxy/home/koes/alutsky/Downstream/BindingAffinity/v2007/1uto/1uto_pocket.pdb
38,-3.10992,/net/galaxy/home/koes/alutsky/Downstream/BindingAffinity/v2007/1ps3/1ps3_pocket.pdb
39,-3.1372,/net/galaxy/home/koes/alutsky/Downstream/BindingAffinity/v2007/1uxa/1uxa_pocket.pdb
40,-3.1372,/net/galaxy/home/koes/alutsky/Downstream/BindingAffinity/v2007/3pcg/3pcg_pocket.pdb
41,-3.15084,/net/galaxy/home/koes/alutsky/Downstream/BindingAffinity/v2007/1m0o/1m0o_pocket.pdb
42,-3.2054000000000005,/net/galaxy/home/koes/alutsky/Downstream/BindingAffinity/v2007/1qi0/1qi0_pocket.pdb
43,-3.23268,/net/galaxy/home/koes/alutsky/Downstream/BindingAffinity/v2007/6rnt/6rnt_pocket.pdb
44,-3.2599600000000004,/net/galaxy/home/koes/alutsky/Downstream/BindingAffinity/v2007/1nwl/1nwl_pocket.pdb
45,-3.2736,/net/galaxy/home/koes/alutsky/Downstream/BindingAffinity/v2007/3pcb/3pcb_pocket.pdb
46,-3.32816,/net/galaxy/home/koes/alutsky/Downstream/BindingAffinity/v2007/1oba/1oba_pocket.pdb
47,-3.3690800000000003,/net/galaxy/home/koes/alutsky/Downstream/BindingAffinity/v2007/1tok/1tok_pocket.pdb
48,-3.3690800000000003,/net/galaxy/home/koes/alutsky/Downstream/BindingAffinity/v2007/1utl/1utl_pocket.pdb
49,-3.3827200000000004,/net/galaxy/home/koes/alutsky/Downstream/BindingAffinity/v2007/1gyx/1gyx_pocket.pdb
50,-3.41,/net/galaxy/home/koes/alutsky/Downstream/BindingAffinity/v2007/1ai4/1ai4_pocket.pdb
51,-3.50548,/net/galaxy/home/koes/alutsky/Downstream/BindingAffinity/v2007/1gwv/1gwv_pocket.pdb
52,-3.5464,/net/galaxy/home/koes/alutsky/Downstream/BindingAffinity/v2007/2c4v/2c4v_pocket.pdb
53,-3.58732,/net/galaxy/home/koes/alutsky/Downstream/BindingAffinity/v2007/1ajn/1ajn_pocket.pdb
54,-3.655520000000001,/net/galaxy/home/koes/alutsky/Downstream/BindingAffinity/v2007/1o8b/1o8b_pocket.pdb
55,-3.6828,/net/galaxy/home/koes/alutsky/Downstream/BindingAffinity/v2007/2fzc/2fzc_pocket.pdb
56,-3.710080000000001,/net/galaxy/home/koes/alutsky/Downstream/BindingAffinity/v2007/1pfu/1pfu_pocket.pdb
57,-3.7373600000000007,/net/galaxy/home/koes/alutsky/Downstream/BindingAffinity/v2007/2qwb/2qwb_pocket.pdb
58,-3.751,/net/galaxy/home/koes/alutsky/Downstream/BindingAffinity/v2007/1rql/1rql_pocket.pdb
59,-3.8192,/net/galaxy/home/koes/alutsky/Downstream/BindingAffinity/v2007/2bza/2bza_pocket.pdb
60,-3.94196,/net/galaxy/home/koes/alutsky/Downstream/BindingAffinity/v2007/1cet/1cet_pocket.pdb
61,-3.94196,/net/galaxy/home/koes/alutsky/Downstream/BindingAffinity/v2007/1iih/1iih_pocket.pdb
62,-3.94196,/net/galaxy/home/koes/alutsky/Downstream/BindingAffinity/v2007/1ugp/1ugp_pocket.pdb
63,-3.98288,/net/galaxy/home/koes/alutsky/Downstream/BindingAffinity/v2007/2fkf/2fkf_pocket.pdb
64,-3.98288,/net/galaxy/home/koes/alutsky/Downstream/BindingAffinity/v2007/2fw6/2fw6_pocket.pdb
65,-3.98288,/net/galaxy/home/koes/alutsky/Downstream/BindingAffinity/v2007/2fwp/2fwp_pocket.pdb
66,-3.99652,/net/galaxy/home/koes/alutsky/Downstream/BindingAffinity/v2007/1tng/1tng_pocket.pdb
67,-4.03744,/net/galaxy/home/koes/alutsky/Downstream/BindingAffinity/v2007/1f4e/1f4e_pocket.pdb
68,-4.03744,/net/galaxy/home/koes/alutsky/Downstream/BindingAffinity/v2007/1ykp/1ykp_pocket.pdb
69,-4.03744,/net/galaxy/home/koes/alutsky/Downstream/BindingAffinity/v2007/2br6/2br6_pocket.pdb
70,-4.0920000000000005,/net/galaxy/home/koes/alutsky/Downstream/BindingAffinity/v2007/1ecq/1ecq_pocket.pdb
71,-4.0920000000000005,/net/galaxy/home/koes/alutsky/Downstream/BindingAffinity/v2007/1hqg/1hqg_pocket.pdb
72,-4.0920000000000005,/net/galaxy/home/koes/alutsky/Downstream/BindingAffinity/v2007/1ux7/1ux7_pocket.pdb
73,-4.0920000000000005,/net/galaxy/home/koes/alutsky/Downstream/BindingAffinity/v2007/1ws4/1ws4_pocket.pdb
74,-4.10564,/net/galaxy/home/koes/alutsky/Downstream/BindingAffinity/v2007/1utm/1utm_pocket.pdb
75,-4.13292,/net/galaxy/home/koes/alutsky/Downstream/BindingAffinity/v2007/1ws5/1ws5_pocket.pdb
76,-4.1602,/net/galaxy/home/koes/alutsky/Downstream/BindingAffinity/v2007/1uj5/1uj5_pocket.pdb
77,-4.1602,/net/galaxy/home/koes/alutsky/Downstream/BindingAffinity/v2007/1uj6/1uj6_pocket.pdb
78,-4.20112,/net/galaxy/home/koes/alutsky/Downstream/BindingAffinity/v2007/1y1z/1y1z_pocket.pdb
79,-4.228400000000001,/net/galaxy/home/koes/alutsky/Downstream/BindingAffinity/v2007/1af2/1af2_pocket.pdb
80,-4.228400000000001,/net/galaxy/home/koes/alutsky/Downstream/BindingAffinity/v2007/1ec9/1ec9_pocket.pdb
81,-4.228400000000001,/net/galaxy/home/koes/alutsky/Downstream/BindingAffinity/v2007/1pu7/1pu7_pocket.pdb
82,-4.228400000000001,/net/galaxy/home/koes/alutsky/Downstream/BindingAffinity/v2007/1pu8/1pu8_pocket.pdb
83,-4.26932,/net/galaxy/home/koes/alutsky/Downstream/BindingAffinity/v2007/1ax0/1ax0_pocket.pdb
84,-4.296600000000001,/net/galaxy/home/koes/alutsky/Downstream/BindingAffinity/v2007/1e6q/1e6q_pocket.pdb
85,-4.3375200000000005,/net/galaxy/home/koes/alutsky/Downstream/BindingAffinity/v2007/1ro7/1ro7_pocket.pdb
86,-4.364800000000001,/net/galaxy/home/koes/alutsky/Downstream/BindingAffinity/v2007/1axz/1axz_pocket.pdb
87,-4.37844,/net/galaxy/home/koes/alutsky/Downstream/BindingAffinity/v2007/6tim/6tim_pocket.pdb
88,-4.392080000000001,/net/galaxy/home/koes/alutsky/Downstream/BindingAffinity/v2007/1br6/1br6_pocket.pdb
89,-4.392080000000001,/net/galaxy/home/koes/alutsky/Downstream/BindingAffinity/v2007/1e6s/1e6s_pocket.pdb
90,-4.392080000000001,/net/galaxy/home/koes/alutsky/Downstream/BindingAffinity/v2007/1ew9/1ew9_pocket.pdb
91,-4.392080000000001,/net/galaxy/home/koes/alutsky/Downstream/BindingAffinity/v2007/1k1y/1k1y_pocket.pdb
92,-4.392080000000001,/net/galaxy/home/koes/alutsky/Downstream/BindingAffinity/v2007/1tog/1tog_pocket.pdb
93,-4.392080000000001,/net/galaxy/home/koes/alutsky/Downstream/BindingAffinity/v2007/1zc9/1zc9_pocket.pdb
94,-4.4057200000000005,/net/galaxy/home/koes/alutsky/Downstream/BindingAffinity/v2007/1px4/1px4_pocket.pdb
95,-4.433000000000001,/net/galaxy/home/koes/alutsky/Downstream/BindingAffinity/v2007/1v2j/1v2j_pocket.pdb
96,-4.44664,/net/galaxy/home/koes/alutsky/Downstream/BindingAffinity/v2007/5yas/5yas_pocket.pdb
97,-4.47392,/net/galaxy/home/koes/alutsky/Downstream/BindingAffinity/v2007/1bcu/1bcu_pocket.pdb
98,-4.5012,/net/galaxy/home/koes/alutsky/Downstream/BindingAffinity/v2007/1d7j/1d7j_pocket.pdb
99,-4.51484,/net/galaxy/home/koes/alutsky/Downstream/BindingAffinity/v2007/1pzp/1pzp_pocket.pdb
100,-4.52848,/net/galaxy/home/koes/alutsky/Downstream/BindingAffinity/v2007/1pzo/1pzo_pocket.pdb
101,-4.542120000000001,/net/galaxy/home/koes/alutsky/Downstream/BindingAffinity/v2007/1jlr/1jlr_pocket.pdb
102,-4.59668,/net/galaxy/home/koes/alutsky/Downstream/BindingAffinity/v2007/1tnh/1tnh_pocket.pdb
103,-4.59668,/net/galaxy/home/koes/alutsky/Downstream/BindingAffinity/v2007/1v2u/1v2u_pocket.pdb
104,-4.610320000000001,/net/galaxy/home/koes/alutsky/Downstream/BindingAffinity/v2007/2fzg/2fzg_pocket.pdb
105,-4.62396,/net/galaxy/home/koes/alutsky/Downstream/BindingAffinity/v2007/1toj/1toj_pocket.pdb
106,-4.6376,/net/galaxy/home/koes/alutsky/Downstream/BindingAffinity/v2007/1bxr/1bxr_pocket.pdb
107,-4.6376,/net/galaxy/home/koes/alutsky/Downstream/BindingAffinity/v2007/1ikt/1ikt_pocket.pdb
108,-4.6376,/net/galaxy/home/koes/alutsky/Downstream/BindingAffinity/v2007/1jt1/1jt1_pocket.pdb
109,-4.6376,/net/galaxy/home/koes/alutsky/Downstream/BindingAffinity/v2007/1l83/1l83_pocket.pdb
110,-4.6376,/net/galaxy/home/koes/alutsky/Downstream/BindingAffinity/v2007/1m83/1m83_pocket.pdb
111,-4.6376,/net/galaxy/home/koes/alutsky/Downstream/BindingAffinity/v2007/1uz4/1uz4_pocket.pdb
112,-4.6376,/net/galaxy/home/koes/alutsky/Downstream/BindingAffinity/v2007/220l/220l_pocket.pdb
113,-4.66488,/net/galaxy/home/koes/alutsky/Downstream/BindingAffinity/v2007/2sim/2sim_pocket.pdb
114,-4.7194400000000005,/net/galaxy/home/koes/alutsky/Downstream/BindingAffinity/v2007/1moq/1moq_pocket.pdb
115,-4.76036,/net/galaxy/home/koes/alutsky/Downstream/BindingAffinity/v2007/1c5o/1c5o_pocket.pdb
116,-4.76036,/net/galaxy/home/koes/alutsky/Downstream/BindingAffinity/v2007/1gzc/1gzc_pocket.pdb
117,-4.76036,/net/galaxy/home/koes/alutsky/Downstream/BindingAffinity/v2007/1utn/1utn_pocket.pdb
118,-4.78764,/net/galaxy/home/koes/alutsky/Downstream/BindingAffinity/v2007/1gz9/1gz9_pocket.pdb
119,-4.80128,/net/galaxy/home/koes/alutsky/Downstream/BindingAffinity/v2007/1imx/1imx_pocket.pdb
120,-4.80128,/net/galaxy/home/koes/alutsky/Downstream/BindingAffinity/v2007/1jys/1jys_pocket.pdb
121,-4.82856,/net/galaxy/home/koes/alutsky/Downstream/BindingAffinity/v2007/1vjd/1vjd_pocket.pdb
122,-4.8422,/net/galaxy/home/koes/alutsky/Downstream/BindingAffinity/v2007/1v2r/1v2r_pocket.pdb
123,-4.8422,/net/galaxy/home/koes/alutsky/Downstream/BindingAffinity/v2007/2qwc/2qwc_pocket.pdb
124,-4.86948,/net/galaxy/home/koes/alutsky/Downstream/BindingAffinity/v2007/1h46/1h46_pocket.pdb
125,-4.883120000000001,/net/galaxy/home/koes/alutsky/Downstream/BindingAffinity/v2007/1vjc/1vjc_pocket.pdb
126,-4.89676,/net/galaxy/home/koes/alutsky/Downstream/BindingAffinity/v2007/1nli/1nli_pocket.pdb
127,-4.89676,/net/galaxy/home/koes/alutsky/Downstream/BindingAffinity/v2007/2gsu/2gsu_pocket.pdb
128,-4.9104,/net/galaxy/home/koes/alutsky/Downstream/BindingAffinity/v2007/1d7i/1d7i_pocket.pdb
129,-4.9104,/net/galaxy/home/koes/alutsky/Downstream/BindingAffinity/v2007/2fzk/2fzk_pocket.pdb
130,-4.9104,/net/galaxy/home/koes/alutsky/Downstream/BindingAffinity/v2007/3jdw/3jdw_pocket.pdb
131,-4.93768,/net/galaxy/home/koes/alutsky/Downstream/BindingAffinity/v2007/1pb9/1pb9_pocket.pdb
132,-4.93768,/net/galaxy/home/koes/alutsky/Downstream/BindingAffinity/v2007/3pcc/3pcc_pocket.pdb
133,-4.9649600000000005,/net/galaxy/home/koes/alutsky/Downstream/BindingAffinity/v2007/1gyy/1gyy_pocket.pdb
134,-4.9649600000000005,/net/galaxy/home/koes/alutsky/Downstream/BindingAffinity/v2007/2azr/2azr_pocket.pdb
135,-4.992240000000001,/net/galaxy/home/koes/alutsky/Downstream/BindingAffinity/v2007/3pcn/3pcn_pocket.pdb
136,-5.019520000000001,/net/galaxy/home/koes/alutsky/Downstream/BindingAffinity/v2007/1c3x/1c3x_pocket.pdb
137,-5.019520000000001,/net/galaxy/home/koes/alutsky/Downstream/BindingAffinity/v2007/1qsc/1qsc_pocket.pdb
138,-5.0331600000000005,/net/galaxy/home/koes/alutsky/Downstream/BindingAffinity/v2007/2a8g/2a8g_pocket.pdb
139,-5.0468,/net/galaxy/home/koes/alutsky/Downstream/BindingAffinity/v2007/1fwu/1fwu_pocket.pdb
140,-5.0468,/net/galaxy/home/koes/alutsky/Downstream/BindingAffinity/v2007/1gz3/1gz3_pocket.pdb
141,-5.0468,/net/galaxy/home/koes/alutsky/Downstream/BindingAffinity/v2007/1gz4/1gz4_pocket.pdb
142,-5.0468,/net/galaxy/home/koes/alutsky/Downstream/BindingAffinity/v2007/1loq/1loq_pocket.pdb
143,-5.0468,/net/galaxy/home/koes/alutsky/Downstream/BindingAffinity/v2007/1pdz/1pdz_pocket.pdb
144,-5.0468,/net/galaxy/home/koes/alutsky/Downstream/BindingAffinity/v2007/1wht/1wht_pocket.pdb
145,-5.0468,/net/galaxy/home/koes/alutsky/Downstream/BindingAffinity/v2007/2bjm/2bjm_pocket.pdb
146,-5.0468,/net/galaxy/home/koes/alutsky/Downstream/BindingAffinity/v2007/2bmz/2bmz_pocket.pdb
147,-5.0468,/net/galaxy/home/koes/alutsky/Downstream/BindingAffinity/v2007/2fx6/2fx6_pocket.pdb
148,-5.07408,/net/galaxy/home/koes/alutsky/Downstream/BindingAffinity/v2007/1ai5/1ai5_pocket.pdb
149,-5.07408,/net/galaxy/home/koes/alutsky/Downstream/BindingAffinity/v2007/1fwv/1fwv_pocket.pdb
150,-5.07408,/net/galaxy/home/koes/alutsky/Downstream/BindingAffinity/v2007/1grp/1grp_pocket.pdb
151,-5.07408,/net/galaxy/home/koes/alutsky/Downstream/BindingAffinity/v2007/2am4/2am4_pocket.pdb
152,-5.07408,/net/galaxy/home/koes/alutsky/Downstream/BindingAffinity/v2007/4tln/4tln_pocket.pdb
153,-5.101360000000001,/net/galaxy/home/koes/alutsky/Downstream/BindingAffinity/v2007/1f5k/1f5k_pocket.pdb
154,-5.1832,/net/galaxy/home/koes/alutsky/Downstream/BindingAffinity/v2007/1li6/1li6_pocket.pdb
155,-5.1832,/net/galaxy/home/koes/alutsky/Downstream/BindingAffinity/v2007/1nje/1nje_pocket.pdb
156,-5.1832,/net/galaxy/home/koes/alutsky/Downstream/BindingAffinity/v2007/2hb1/2hb1_pocket.pdb
157,-5.196840000000001,/net/galaxy/home/koes/alutsky/Downstream/BindingAffinity/v2007/2hu6/2hu6_pocket.pdb
158,-5.22412,/net/galaxy/home/koes/alutsky/Downstream/BindingAffinity/v2007/1r0x/1r0x_pocket.pdb
159,-5.237760000000001,/net/galaxy/home/koes/alutsky/Downstream/BindingAffinity/v2007/1j16/1j16_pocket.pdb
160,-5.237760000000001,/net/galaxy/home/koes/alutsky/Downstream/BindingAffinity/v2007/1utj/1utj_pocket.pdb
161,-5.2514,/net/galaxy/home/koes/alutsky/Downstream/BindingAffinity/v2007/1n1t/1n1t_pocket.pdb
162,-5.2786800000000005,/net/galaxy/home/koes/alutsky/Downstream/BindingAffinity/v2007/1aj7/1aj7_pocket.pdb
163,-5.2786800000000005,/net/galaxy/home/koes/alutsky/Downstream/BindingAffinity/v2007/1v16/1v16_pocket.pdb
164,-5.305960000000001,/net/galaxy/home/koes/alutsky/Downstream/BindingAffinity/v2007/1m0q/1m0q_pocket.pdb
165,-5.305960000000001,/net/galaxy/home/koes/alutsky/Downstream/BindingAffinity/v2007/2ctc/2ctc_pocket.pdb
166,-5.3196,/net/galaxy/home/koes/alutsky/Downstream/BindingAffinity/v2007/1avn/1avn_pocket.pdb
167,-5.3196,/net/galaxy/home/koes/alutsky/Downstream/BindingAffinity/v2007/1slg/1slg_pocket.pdb
168,-5.3196,/net/galaxy/home/koes/alutsky/Downstream/BindingAffinity/v2007/2gvv/2gvv_pocket.pdb
169,-5.3196,/net/galaxy/home/koes/alutsky/Downstream/BindingAffinity/v2007/2rkm/2rkm_pocket.pdb
170,-5.3468800000000005,/net/galaxy/home/koes/alutsky/Downstream/BindingAffinity/v2007/1pr5/1pr5_pocket.pdb
171,-5.36052,/net/galaxy/home/koes/alutsky/Downstream/BindingAffinity/v2007/2a5b/2a5b_pocket.pdb
172,-5.36052,/net/galaxy/home/koes/alutsky/Downstream/BindingAffinity/v2007/2cbz/2cbz_pocket.pdb
173,-5.374160000000001,/net/galaxy/home/koes/alutsky/Downstream/BindingAffinity/v2007/1v1m/1v1m_pocket.pdb
174,-5.374160000000001,/net/galaxy/home/koes/alutsky/Downstream/BindingAffinity/v2007/1z3t/1z3t_pocket.pdb
175,-5.40144,/net/galaxy/home/koes/alutsky/Downstream/BindingAffinity/v2007/1mrs/1mrs_pocket.pdb
176,-5.40144,/net/galaxy/home/koes/alutsky/Downstream/BindingAffinity/v2007/1x9d/1x9d_pocket.pdb
177,-5.40144,/net/galaxy/home/koes/alutsky/Downstream/BindingAffinity/v2007/2fpz/2fpz_pocket.pdb
178,-5.42872,/net/galaxy/home/koes/alutsky/Downstream/BindingAffinity/v2007/1v11/1v11_pocket.pdb
179,-5.442360000000001,/net/galaxy/home/koes/alutsky/Downstream/BindingAffinity/v2007/2g8r/2g8r_pocket.pdb
180,-5.456,/net/galaxy/home/koes/alutsky/Downstream/BindingAffinity/v2007/1lgw/1lgw_pocket.pdb
181,-5.456,/net/galaxy/home/koes/alutsky/Downstream/BindingAffinity/v2007/1nu3/1nu3_pocket.pdb
182,-5.456,/net/galaxy/home/koes/alutsky/Downstream/BindingAffinity/v2007/1tni/1tni_pocket.pdb
183,-5.456,/net/galaxy/home/koes/alutsky/Downstream/BindingAffinity/v2007/1wc1/1wc1_pocket.pdb
184,-5.46964,/net/galaxy/home/koes/alutsky/Downstream/BindingAffinity/v2007/1c5z/1c5z_pocket.pdb
185,-5.46964,/net/galaxy/home/koes/alutsky/Downstream/BindingAffinity/v2007/1v2w/1v2w_pocket.pdb
186,-5.510560000000001,/net/galaxy/home/koes/alutsky/Downstream/BindingAffinity/v2007/1hi5/1hi5_pocket.pdb
187,-5.510560000000001,/net/galaxy/home/koes/alutsky/Downstream/BindingAffinity/v2007/1li2/1li2_pocket.pdb
188,-5.510560000000001,/net/galaxy/home/koes/alutsky/Downstream/BindingAffinity/v2007/2c02/2c02_pocket.pdb
189,-5.5242,/net/galaxy/home/koes/alutsky/Downstream/BindingAffinity/v2007/1awi/1awi_pocket.pdb
190,-5.5242,/net/galaxy/home/koes/alutsky/Downstream/BindingAffinity/v2007/1r4w/1r4w_pocket.pdb
191,-5.5242,/net/galaxy/home/koes/alutsky/Downstream/BindingAffinity/v2007/1toi/1toi_pocket.pdb
192,-5.5242,/net/galaxy/home/koes/alutsky/Downstream/BindingAffinity/v2007/1tuf/1tuf_pocket.pdb
193,-5.551480000000001,/net/galaxy/home/koes/alutsky/Downstream/BindingAffinity/v2007/1gj4/1gj4_pocket.pdb
194,-5.551480000000001,/net/galaxy/home/koes/alutsky/Downstream/BindingAffinity/v2007/1hyo/1hyo_pocket.pdb
195,-5.56512,/net/galaxy/home/koes/alutsky/Downstream/BindingAffinity/v2007/1n2v/1n2v_pocket.pdb
196,-5.56512,/net/galaxy/home/koes/alutsky/Downstream/BindingAffinity/v2007/1y2g/1y2g_pocket.pdb
197,-5.57876,/net/galaxy/home/koes/alutsky/Downstream/BindingAffinity/v2007/1ai7/1ai7_pocket.pdb
198,-5.57876,/net/galaxy/home/koes/alutsky/Downstream/BindingAffinity/v2007/1jn2/1jn2_pocket.pdb
199,-5.57876,/net/galaxy/home/koes/alutsky/Downstream/BindingAffinity/v2007/1o0n/1o0n_pocket.pdb
200,-5.5924,/net/galaxy/home/koes/alutsky/Downstream/BindingAffinity/v2007/1c5t/1c5t_pocket.pdb
201,-5.5924,/net/galaxy/home/koes/alutsky/Downstream/BindingAffinity/v2007/1odj/1odj_pocket.pdb
202,-5.5924,/net/galaxy/home/koes/alutsky/Downstream/BindingAffinity/v2007/1rzx/1rzx_pocket.pdb
203,-5.606040000000001,/net/galaxy/home/koes/alutsky/Downstream/BindingAffinity/v2007/1p19/1p19_pocket.pdb
204,-5.606040000000001,/net/galaxy/home/koes/alutsky/Downstream/BindingAffinity/v2007/1z3v/1z3v_pocket.pdb
205,-5.63332,/net/galaxy/home/koes/alutsky/Downstream/BindingAffinity/v2007/1v2q/1v2q_pocket.pdb
206,-5.64696,/net/galaxy/home/koes/alutsky/Downstream/BindingAffinity/v2007/1gny/1gny_pocket.pdb
207,-5.6606000000000005,/net/galaxy/home/koes/alutsky/Downstream/BindingAffinity/v2007/1m2x/1m2x_pocket.pdb
208,-5.6606000000000005,/net/galaxy/home/koes/alutsky/Downstream/BindingAffinity/v2007/1q91/1q91_pocket.pdb
209,-5.6606000000000005,/net/galaxy/home/koes/alutsky/Downstream/BindingAffinity/v2007/2toh/2toh_pocket.pdb
210,-5.687880000000001,/net/galaxy/home/koes/alutsky/Downstream/BindingAffinity/v2007/1v2s/1v2s_pocket.pdb
211,-5.715160000000001,/net/galaxy/home/koes/alutsky/Downstream/BindingAffinity/v2007/1hi3/1hi3_pocket.pdb
212,-5.728800000000001,/net/galaxy/home/koes/alutsky/Downstream/BindingAffinity/v2007/1c5y/1c5y_pocket.pdb
213,-5.728800000000001,/net/galaxy/home/koes/alutsky/Downstream/BindingAffinity/v2007/1c87/1c87_pocket.pdb
214,-5.728800000000001,/net/galaxy/home/koes/alutsky/Downstream/BindingAffinity/v2007/1ghw/1ghw_pocket.pdb
215,-5.74244,/net/galaxy/home/koes/alutsky/Downstream/BindingAffinity/v2007/1ulg/1ulg_pocket.pdb
216,-5.75608,/net/galaxy/home/koes/alutsky/Downstream/BindingAffinity/v2007/1kv5/1kv5_pocket.pdb
217,-5.75608,/net/galaxy/home/koes/alutsky/Downstream/BindingAffinity/v2007/1pzi/1pzi_pocket.pdb
218,-5.75608,/net/galaxy/home/koes/alutsky/Downstream/BindingAffinity/v2007/1t5f/1t5f_pocket.pdb
219,-5.75608,/net/galaxy/home/koes/alutsky/Downstream/BindingAffinity/v2007/1ua4/1ua4_pocket.pdb
220,-5.797000000000001,/net/galaxy/home/koes/alutsky/Downstream/BindingAffinity/v2007/1li3/1li3_pocket.pdb
221,-5.82428,/net/galaxy/home/koes/alutsky/Downstream/BindingAffinity/v2007/1m5w/1m5w_pocket.pdb
222,-5.85156,/net/galaxy/home/koes/alutsky/Downstream/BindingAffinity/v2007/1e2l/1e2l_pocket.pdb
223,-5.85156,/net/galaxy/home/koes/alutsky/Downstream/BindingAffinity/v2007/1v2l/1v2l_pocket.pdb
224,-5.865200000000001,/net/galaxy/home/koes/alutsky/Downstream/BindingAffinity/v2007/1a30/1a30_pocket.pdb
225,-5.865200000000001,/net/galaxy/home/koes/alutsky/Downstream/BindingAffinity/v2007/1det/1det_pocket.pdb
